rock_out,featset,hidden,act,alpha,inner_mape
r14,md_beta9,"(12, 6)",tanh,2.0,49.352060736689324
r14,md_beta9,"(12, 6)",tanh,3.0,46.94352678396879
r14,md_beta9,"(12, 6)",tanh,5.0,39.64015501772182
r14,md_beta9,"(12, 6)",tanh,10.0,37.82884450239838
r14,md_beta9,"(16, 8)",tanh,0.5,60.931854553290485
r14,md_beta9,"(16, 8)",tanh,1.0,59.80323473759828
r14,md_beta9,"(16, 8)",tanh,2.0,52.14482749003925
r14,md_beta9,"(16, 8)",tanh,3.0,49.728784194902495
r14,md_beta9,"(16, 8)",tanh,5.0,40.388710962507616
r14,md_beta9,"(16, 8)",tanh,10.0,37.44640438250063
r14,md_beta9,"(20, 10)",tanh,0.5,52.005523397007
r14,md_beta9,"(20, 10)",tanh,1.0,59.45709429720663
r14,md_beta9,"(20, 10)",tanh,2.0,53.82099903977875
r14,md_beta9,"(20, 10)",tanh,3.0,47.83938221151017
r14,md_beta9,"(20, 10)",tanh,5.0,41.30685994014567
r14,md_beta9,"(20, 10)",tanh,10.0,37.21191179217558
r14,md_beta9,"(24, 12)",tanh,0.5,59.06079133280184
r14,md_beta9,"(24, 12)",tanh,1.0,54.82982717658761
r14,md_beta9,"(24, 12)",tanh,2.0,51.10917104808162
r14,md_beta9,"(24, 12)",tanh,3.0,54.11266614136995
r14,md_beta9,"(24, 12)",tanh,5.0,41.321214055869966
r14,md_beta9,"(24, 12)",tanh,10.0,38.05221257779611
r14,md_beta9,"(8, 8)",tanh,0.5,53.80750388753973
r14,md_beta9,"(8, 8)",tanh,1.0,58.54095736726232
r14,md_beta9,"(8, 8)",tanh,2.0,53.15635426405652
r14,md_beta9,"(8, 8)",tanh,3.0,46.96062056282441
r14,md_beta9,"(8, 8)",tanh,5.0,39.88794854370296
r14,md_beta9,"(8, 8)",tanh,10.0,37.85159250478355
r14,md_beta9,"(16, 16)",tanh,0.5,61.06651551900438
r14,md_beta9,"(16, 16)",tanh,1.0,57.34387823698582
r14,md_beta9,"(16, 16)",tanh,2.0,54.07753634962275
r14,md_beta9,"(16, 16)",tanh,3.0,51.2934261533068
r14,md_beta9,"(16, 16)",tanh,5.0,40.304222944318695
r14,md_beta9,"(16, 16)",tanh,10.0,37.3033710060174
r14,md_beta9,"(8, 4, 2)",tanh,0.5,51.73211862310622
r14,md_beta9,"(8, 4, 2)",tanh,1.0,57.52433488989085
r14,md_beta9,"(8, 4, 2)",tanh,2.0,43.303627290195536
r14,md_beta9,"(8, 4, 2)",tanh,3.0,43.85303906824891
r14,md_beta9,"(8, 4, 2)",tanh,5.0,39.63569151237249
r14,md_beta9,"(8, 4, 2)",tanh,10.0,39.62250916241737
r14,md_beta9,"(12, 6, 3)",tanh,0.5,57.31692948316661
r14,md_beta9,"(12, 6, 3)",tanh,1.0,55.71519629778063
r14,md_beta9,"(12, 6, 3)",tanh,2.0,50.33212784926021
r14,md_beta9,"(12, 6, 3)",tanh,3.0,42.7659188226744
r14,md_beta9,"(12, 6, 3)",tanh,5.0,41.60653597152178
r14,md_beta9,"(12, 6, 3)",tanh,10.0,39.7455109214746
r14,md_beta9,"(16, 8, 4)",tanh,0.5,54.53109726178603
r14,md_beta9,"(16, 8, 4)",tanh,1.0,62.54530535516911
r14,md_beta9,"(16, 8, 4)",tanh,2.0,48.63157718200577
r14,md_beta9,"(16, 8, 4)",tanh,3.0,46.622136661640525
r14,md_beta9,"(16, 8, 4)",tanh,5.0,41.05534835442143
r14,md_beta9,"(16, 8, 4)",tanh,10.0,37.823036337366446
r14,md_beta9,"(24, 12, 6)",tanh,0.5,53.23455697455595
r14,md_beta9,"(24, 12, 6)",tanh,1.0,60.15590797628035
r14,md_beta9,"(24, 12, 6)",tanh,2.0,56.37756689766476
r14,md_beta9,"(24, 12, 6)",tanh,3.0,49.84557599075745
r14,md_beta9,"(24, 12, 6)",tanh,5.0,43.490028047096686
r14,md_beta9,"(24, 12, 6)",tanh,10.0,37.75767792058049
r14,md_full11,"(8,)",tanh,0.5,31.952364269684903
r14,md_full11,"(8,)",tanh,1.0,31.137613168018305
r14,md_full11,"(8,)",tanh,2.0,28.478731417014178
r14,md_full11,"(8,)",tanh,3.0,28.74633577619993
r14,md_full11,"(8,)",tanh,5.0,27.870315129381463
r14,md_full11,"(8,)",tanh,10.0,31.261059178211333
r14,md_full11,"(12,)",tanh,0.5,33.699112263985526
r14,md_full11,"(12,)",tanh,1.0,30.497336676325023
r14,md_full11,"(12,)",tanh,2.0,28.845905465010517
r14,md_full11,"(12,)",tanh,3.0,28.980775168768048
r14,md_full11,"(12,)",tanh,5.0,27.89830693141632
r14,md_full11,"(12,)",tanh,10.0,31.488032775634128
r14,md_full11,"(4, 2)",tanh,0.5,31.80829091717399
r14,md_full11,"(4, 2)",tanh,1.0,41.54514669370726
r14,md_full11,"(4, 2)",tanh,2.0,27.416269384765197
r14,md_full11,"(4, 2)",tanh,3.0,27.63072023965629
r14,md_full11,"(4, 2)",tanh,5.0,28.462108301183843
r14,md_full11,"(4, 2)",tanh,10.0,32.584925898384164
r14,md_full11,"(6, 3)",tanh,0.5,38.10813984337947
r14,md_full11,"(6, 3)",tanh,1.0,34.505239193338326
r14,md_full11,"(6, 3)",tanh,2.0,27.34556262116363
r14,md_full11,"(6, 3)",tanh,3.0,26.099431660724445
r14,md_full11,"(6, 3)",tanh,5.0,25.528038527422066
r14,md_full11,"(6, 3)",tanh,10.0,30.460131456730227
r14,md_full11,"(8, 4)",tanh,0.5,33.25649411956416
r14,md_full11,"(8, 4)",tanh,1.0,33.4915330918544
r14,md_full11,"(8, 4)",tanh,2.0,29.05418626500358
r14,md_full11,"(8, 4)",tanh,3.0,27.041848538931923
r14,md_full11,"(8, 4)",tanh,5.0,26.949247237095
r14,md_full11,"(8, 4)",tanh,10.0,29.029421660840512
r14,md_full11,"(10, 5)",tanh,0.5,35.64500295033111
r14,md_full11,"(10, 5)",tanh,1.0,32.8742555288924
r14,md_full11,"(10, 5)",tanh,2.0,28.93096027764521
r14,md_full11,"(10, 5)",tanh,3.0,27.425674301432004
r14,md_full11,"(10, 5)",tanh,5.0,26.842635328915566
r14,md_full11,"(10, 5)",tanh,10.0,28.992393995393407
r14,md_full11,"(12, 6)",tanh,0.5,38.17291106557632
r14,md_full11,"(12, 6)",tanh,1.0,34.58881658026487
r14,md_full11,"(12, 6)",tanh,2.0,30.05927793903038
r14,md_full11,"(12, 6)",tanh,3.0,27.59687348389262
r14,md_full11,"(12, 6)",tanh,5.0,27.20396218991552
r14,md_full11,"(12, 6)",tanh,10.0,29.30143928237552
r14,md_full11,"(16, 8)",tanh,0.5,36.58619599291425
r14,md_full11,"(16, 8)",tanh,1.0,33.59940674743808
r14,md_full11,"(16, 8)",tanh,2.0,30.17178564905883
r14,md_full11,"(16, 8)",tanh,3.0,28.022446184656985
r14,md_full11,"(16, 8)",tanh,5.0,27.230072736585733
r14,md_full11,"(16, 8)",tanh,10.0,28.94409496803917
r14,md_full11,"(20, 10)",tanh,0.5,31.983808351210158
r14,md_full11,"(20, 10)",tanh,1.0,32.59385940568696
r14,md_full11,"(20, 10)",tanh,2.0,31.01760259655605
r14,md_full11,"(20, 10)",tanh,3.0,28.712768335470493
r14,md_full11,"(20, 10)",tanh,5.0,27.780767046130883
r14,md_full11,"(20, 10)",tanh,10.0,28.86953856439002
r14,md_full11,"(24, 12)",tanh,0.5,37.91059278830621
r14,md_full11,"(24, 12)",tanh,1.0,35.81391641021217
r14,md_full11,"(24, 12)",tanh,2.0,29.9567009425755
r14,md_full11,"(24, 12)",tanh,3.0,27.997316139255936
r14,md_full11,"(24, 12)",tanh,5.0,27.14854991618882
r14,md_full11,"(24, 12)",tanh,10.0,28.77450171237522
r14,md_full11,"(8, 8)",tanh,0.5,36.1670184942228
r14,md_full11,"(8, 8)",tanh,1.0,31.4009301667267
r14,md_full11,"(8, 8)",tanh,2.0,29.8353700033584
r14,md_full11,"(8, 8)",tanh,3.0,28.32464849791567
r14,md_full11,"(8, 8)",tanh,5.0,26.4401506375797
r14,md_full11,"(8, 8)",tanh,10.0,29.1941519190497
r14,md_full11,"(16, 16)",tanh,0.5,36.95453823878596
r14,md_full11,"(16, 16)",tanh,1.0,34.220653094515065
r14,md_full11,"(16, 16)",tanh,2.0,30.93789460693423
r14,md_full11,"(16, 16)",tanh,3.0,29.473761809960223
r14,md_full11,"(16, 16)",tanh,5.0,28.756966474316076
r14,md_full11,"(16, 16)",tanh,10.0,28.88162750825445
r14,md_full11,"(8, 4, 2)",tanh,0.5,34.44790677950375
r14,md_full11,"(8, 4, 2)",tanh,1.0,35.21770318987648
r14,md_full11,"(8, 4, 2)",tanh,2.0,28.15503113970856
r14,md_full11,"(8, 4, 2)",tanh,3.0,25.58814977862392
r14,md_full11,"(8, 4, 2)",tanh,5.0,25.90125919234115
r14,md_full11,"(8, 4, 2)",tanh,10.0,31.512309259913035
r14,md_full11,"(12, 6, 3)",tanh,0.5,35.221358815364646
r14,md_full11,"(12, 6, 3)",tanh,1.0,27.878848775378334
r14,md_full11,"(12, 6, 3)",tanh,2.0,28.60703524648324
r14,md_full11,"(12, 6, 3)",tanh,3.0,26.99723041577111
r14,md_full11,"(12, 6, 3)",tanh,5.0,26.360300610449645
r14,md_full11,"(12, 6, 3)",tanh,10.0,28.88000501746213
r14,md_full11,"(16, 8, 4)",tanh,0.5,33.80722625446487
r14,md_full11,"(16, 8, 4)",tanh,1.0,34.751012766404486
r14,md_full11,"(16, 8, 4)",tanh,2.0,27.34364680584964
r14,md_full11,"(16, 8, 4)",tanh,3.0,26.74161355275576
r14,md_full11,"(16, 8, 4)",tanh,5.0,26.22236344977194
r14,md_full11,"(16, 8, 4)",tanh,10.0,30.01171796507822
r14,md_full11,"(24, 12, 6)",tanh,0.5,36.29616229747735
r14,md_full11,"(24, 12, 6)",tanh,1.0,30.59218209397788
r14,md_full11,"(24, 12, 6)",tanh,2.0,30.733260912857407
r14,md_full11,"(24, 12, 6)",tanh,3.0,28.287033098252017
r14,md_full11,"(24, 12, 6)",tanh,5.0,27.048290635913453
r14,md_full11,"(24, 12, 6)",tanh,10.0,28.594733198443247
r15,md_zeta9,"(8,)",tanh,0.5,30.160560895787317
r15,md_zeta9,"(8,)",tanh,1.0,29.314862242920636
r15,md_zeta9,"(8,)",tanh,2.0,27.30919265604972
r15,md_zeta9,"(8,)",tanh,3.0,26.677808038653268
r15,md_zeta9,"(8,)",tanh,5.0,28.462804958544048
r15,md_zeta9,"(8,)",tanh,10.0,34.56104636024252
r15,md_zeta9,"(12,)",tanh,0.5,29.86494051590624
r15,md_zeta9,"(12,)",tanh,1.0,30.318839861560985
r15,md_zeta9,"(12,)",tanh,2.0,26.60533155057081
r15,md_zeta9,"(12,)",tanh,3.0,27.501863722517548
r15,md_zeta9,"(12,)",tanh,5.0,28.817704213431448
r15,md_zeta9,"(12,)",tanh,10.0,34.61923548797784
r15,md_zeta9,"(4, 2)",tanh,0.5,35.01716803875544
r15,md_zeta9,"(4, 2)",tanh,1.0,31.23610085173359
r15,md_zeta9,"(4, 2)",tanh,2.0,29.260316043578143
r15,md_zeta9,"(4, 2)",tanh,3.0,28.923524402264317
r15,md_zeta9,"(4, 2)",tanh,5.0,29.734544370401856
r15,md_zeta9,"(4, 2)",tanh,10.0,32.44119725874384
r15,md_zeta9,"(6, 3)",tanh,0.5,30.448471583123894
r15,md_zeta9,"(6, 3)",tanh,1.0,28.98243278182224
r15,md_zeta9,"(6, 3)",tanh,2.0,27.70076319970598
r15,md_zeta9,"(6, 3)",tanh,3.0,26.71147813107238
r15,md_zeta9,"(6, 3)",tanh,5.0,26.580935369384623
r15,md_zeta9,"(6, 3)",tanh,10.0,31.31439100806004
r15,md_zeta9,"(8, 4)",tanh,0.5,30.715112086355084
r15,md_zeta9,"(8, 4)",tanh,1.0,30.121194525742908
r15,md_zeta9,"(8, 4)",tanh,2.0,26.695849950118717
r15,md_zeta9,"(8, 4)",tanh,3.0,26.13429320819008
r15,md_zeta9,"(8, 4)",tanh,5.0,25.958532665649976
r15,md_zeta9,"(8, 4)",tanh,10.0,31.82359908864641
r15,md_zeta9,"(10, 5)",tanh,0.5,29.76172802476241
r15,md_zeta9,"(10, 5)",tanh,1.0,28.042954739321893
r15,md_zeta9,"(10, 5)",tanh,2.0,26.61798052014297
r15,md_zeta9,"(10, 5)",tanh,3.0,26.442824287667783
r15,md_zeta9,"(10, 5)",tanh,5.0,26.287171670779355
r15,md_zeta9,"(10, 5)",tanh,10.0,31.711390362434344
r15,md_zeta9,"(12, 6)",tanh,0.5,34.14795516565529
r15,md_zeta9,"(12, 6)",tanh,1.0,32.204444877410744
r15,md_zeta9,"(12, 6)",tanh,2.0,26.073541561376462
r15,md_zeta9,"(12, 6)",tanh,3.0,27.85549066884612
r15,md_zeta9,"(12, 6)",tanh,5.0,26.76157792739075
r15,md_zeta9,"(12, 6)",tanh,10.0,31.649670401394
r15,md_zeta9,"(16, 8)",tanh,0.5,30.3608019727424
r15,md_zeta9,"(16, 8)",tanh,1.0,29.20442889828771
r15,md_zeta9,"(16, 8)",tanh,2.0,29.768395670549257
r15,md_zeta9,"(16, 8)",tanh,3.0,28.39711305827145
r15,md_zeta9,"(16, 8)",tanh,5.0,26.4452124830598
r15,md_zeta9,"(16, 8)",tanh,10.0,30.62042265444064
r15,md_zeta9,"(20, 10)",tanh,0.5,32.842123500330004
r15,md_zeta9,"(20, 10)",tanh,1.0,30.460029697052107
r15,md_zeta9,"(20, 10)",tanh,2.0,28.033388589394672
r15,md_zeta9,"(20, 10)",tanh,3.0,28.45243578087905
r15,md_zeta9,"(20, 10)",tanh,5.0,26.968993219183528
r15,md_zeta9,"(20, 10)",tanh,10.0,30.26784469138615
r15,md_zeta9,"(24, 12)",tanh,0.5,32.43301236532987
r15,md_zeta9,"(24, 12)",tanh,1.0,29.77340724343707
r15,md_zeta9,"(24, 12)",tanh,2.0,27.79214912805499
r15,md_zeta9,"(24, 12)",tanh,3.0,28.65536770368648
r15,md_zeta9,"(24, 12)",tanh,5.0,26.970720977417077
r15,md_zeta9,"(24, 12)",tanh,10.0,30.942502878716788
r15,md_zeta9,"(8, 8)",tanh,0.5,35.70446527234012
r15,md_zeta9,"(8, 8)",tanh,1.0,30.68952026084405
r15,md_zeta9,"(8, 8)",tanh,2.0,28.168429395381043
r15,md_zeta9,"(8, 8)",tanh,3.0,27.582144159749227
r15,md_zeta9,"(8, 8)",tanh,5.0,26.343711084941862
r15,md_zeta9,"(8, 8)",tanh,10.0,29.721350995081224
r15,md_zeta9,"(16, 16)",tanh,0.5,30.455807243275167
r15,md_zeta9,"(16, 16)",tanh,1.0,31.503160485131133
r15,md_zeta9,"(16, 16)",tanh,2.0,27.95674501473785
r15,md_zeta9,"(16, 16)",tanh,3.0,27.50770805991844
r15,md_zeta9,"(16, 16)",tanh,5.0,27.093944600848992
r15,md_zeta9,"(16, 16)",tanh,10.0,31.464524594135487
r15,md_zeta9,"(8, 4, 2)",tanh,0.5,29.823799945735523
r15,md_zeta9,"(8, 4, 2)",tanh,1.0,28.521770336677925
r15,md_zeta9,"(8, 4, 2)",tanh,2.0,24.562570162375927
r15,md_zeta9,"(8, 4, 2)",tanh,3.0,26.72506609894055
r15,md_zeta9,"(8, 4, 2)",tanh,5.0,26.888955085251297
r15,md_zeta9,"(8, 4, 2)",tanh,10.0,31.189136858979413
r15,md_zeta9,"(12, 6, 3)",tanh,0.5,32.10293221272506
r15,md_zeta9,"(12, 6, 3)",tanh,1.0,27.69348240326691
r15,md_zeta9,"(12, 6, 3)",tanh,2.0,30.14825315432796
r15,md_zeta9,"(12, 6, 3)",tanh,3.0,28.144534415992812
r15,md_zeta9,"(12, 6, 3)",tanh,5.0,26.072946990991817
r15,md_zeta9,"(12, 6, 3)",tanh,10.0,31.09464006379041
r15,md_zeta9,"(16, 8, 4)",tanh,0.5,32.95484423999021
r15,md_zeta9,"(16, 8, 4)",tanh,1.0,28.20818197438473
r15,md_zeta9,"(16, 8, 4)",tanh,2.0,28.41786785845543
r15,md_zeta9,"(16, 8, 4)",tanh,3.0,26.87784872278603
r15,md_zeta9,"(16, 8, 4)",tanh,5.0,25.799843635339425
r15,md_zeta9,"(16, 8, 4)",tanh,10.0,31.050487317401952
r15,md_zeta9,"(24, 12, 6)",tanh,0.5,29.146923672737245
r15,md_zeta9,"(24, 12, 6)",tanh,1.0,28.03123756201625
r15,md_zeta9,"(24, 12, 6)",tanh,2.0,28.15441994570121
r15,md_zeta9,"(24, 12, 6)",tanh,3.0,29.07184761763248
r15,md_zeta9,"(24, 12, 6)",tanh,5.0,26.373864702199075
r15,md_zeta9,"(24, 12, 6)",tanh,10.0,30.8649793680497
r15,md_beta9,"(8,)",tanh,0.5,53.46171335639252
r15,md_beta9,"(8,)",tanh,1.0,50.475005127704605
r15,md_beta9,"(8,)",tanh,2.0,43.17090973265995
r15,md_beta9,"(8,)",tanh,3.0,40.76458750286379
r15,md_beta9,"(8,)",tanh,5.0,36.91553751115579
r15,md_beta9,"(8,)",tanh,10.0,38.28526904361079
r15,md_beta9,"(12,)",tanh,0.5,52.4407637146514
r15,md_beta9,"(12,)",tanh,1.0,48.90307850987638
r15,md_beta9,"(12,)",tanh,2.0,43.984822363828094
r15,md_beta9,"(12,)",tanh,3.0,38.93008392718338
r15,md_beta9,"(12,)",tanh,5.0,37.23908796840361
r15,md_beta9,"(12,)",tanh,10.0,38.33526756706898
r15,md_beta9,"(4, 2)",tanh,0.5,47.95870773745944
r15,md_beta9,"(4, 2)",tanh,1.0,42.13128907892862
r15,md_beta9,"(4, 2)",tanh,2.0,43.55631893027754
r15,md_beta9,"(4, 2)",tanh,3.0,38.31936724594956
r15,md_beta9,"(4, 2)",tanh,5.0,38.48206284422823
r15,md_beta9,"(4, 2)",tanh,10.0,37.02834998111432
r15,md_beta9,"(6, 3)",tanh,0.5,46.844736675455096
r15,md_beta9,"(6, 3)",tanh,1.0,46.19276036611326
r15,md_beta9,"(6, 3)",tanh,2.0,39.03677200166841
r15,md_beta9,"(6, 3)",tanh,3.0,41.12839002395965
r15,md_beta9,"(6, 3)",tanh,5.0,40.32315353970434
r15,md_beta9,"(6, 3)",tanh,10.0,38.87472589280159
r15,md_beta9,"(8, 4)",tanh,0.5,55.55849865811236
r15,md_beta9,"(8, 4)",tanh,1.0,55.78153480755096
r15,md_beta9,"(8, 4)",tanh,2.0,48.91724349132209
r15,md_beta9,"(8, 4)",tanh,3.0,43.58444357594955
r15,md_beta9,"(8, 4)",tanh,5.0,39.41206512288434
r15,md_beta9,"(8, 4)",tanh,10.0,37.75185692271498
r15,md_beta9,"(10, 5)",tanh,0.5,57.91916673076816
r15,md_beta9,"(10, 5)",tanh,1.0,55.13215871785589
r15,md_beta9,"(10, 5)",tanh,2.0,52.4352690760792
r15,md_beta9,"(10, 5)",tanh,3.0,46.16538597993032
r15,md_beta9,"(10, 5)",tanh,5.0,39.48734169990794
r15,md_beta9,"(10, 5)",tanh,10.0,37.67267668697379
r15,md_beta9,"(12, 6)",tanh,0.5,60.44435334014679
r15,md_beta9,"(12, 6)",tanh,1.0,53.94019590374518
r15,md_beta9,"(12, 6)",tanh,2.0,48.72203188072564
r15,md_beta9,"(12, 6)",tanh,3.0,47.11725616426147
r15,md_beta9,"(12, 6)",tanh,5.0,39.628672225640216
r15,md_beta9,"(12, 6)",tanh,10.0,37.538980968920896
r15,md_beta9,"(16, 8)",tanh,0.5,58.80458180748583
r15,md_beta9,"(16, 8)",tanh,1.0,54.18469088393988
r15,md_beta9,"(16, 8)",tanh,2.0,48.850484415638775
r15,md_beta9,"(16, 8)",tanh,3.0,48.57499198383397
r15,md_beta9,"(16, 8)",tanh,5.0,39.794516318492064
r15,md_beta9,"(16, 8)",tanh,10.0,38.06186703439583
r15,md_beta9,"(20, 10)",tanh,0.5,55.07512044876677
r15,md_beta9,"(20, 10)",tanh,1.0,53.650601797242224
r15,md_beta9,"(20, 10)",tanh,2.0,51.70037129439129
r15,md_beta9,"(20, 10)",tanh,3.0,46.42333025915309
r15,md_beta9,"(20, 10)",tanh,5.0,42.01315896372181
r15,md_beta9,"(20, 10)",tanh,10.0,37.6811313516877
r15,md_beta9,"(24, 12)",tanh,0.5,55.98495586307191
r15,md_beta9,"(24, 12)",tanh,1.0,52.8732191326176
r15,md_beta9,"(24, 12)",tanh,2.0,52.82485702771567
r15,md_beta9,"(24, 12)",tanh,3.0,48.71238831314582
r15,md_beta9,"(24, 12)",tanh,5.0,41.34277629962192
r15,md_beta9,"(24, 12)",tanh,10.0,38.75595785969797
r15,md_beta9,"(8, 8)",tanh,0.5,62.42993084073997
r15,md_beta9,"(8, 8)",tanh,1.0,53.57255893396486
r15,md_beta9,"(8, 8)",tanh,2.0,56.68021563514687
r15,md_beta9,"(8, 8)",tanh,3.0,46.26718615932992
r15,md_beta9,"(8, 8)",tanh,5.0,41.91630694436899
r15,md_beta9,"(8, 8)",tanh,10.0,37.788453621070175
r15,md_beta9,"(16, 16)",tanh,0.5,56.04604026792214
r15,md_beta9,"(16, 16)",tanh,1.0,53.72616773216428
r15,md_beta9,"(16, 16)",tanh,2.0,51.71310330056707
r15,md_beta9,"(16, 16)",tanh,3.0,46.21504444164383
r15,md_beta9,"(16, 16)",tanh,5.0,42.566005656065286
r15,md_beta9,"(16, 16)",tanh,10.0,37.62536722202843
r15,md_beta9,"(8, 4, 2)",tanh,0.5,48.6861079779982
r15,md_beta9,"(8, 4, 2)",tanh,1.0,51.78223968254207
r15,md_beta9,"(8, 4, 2)",tanh,2.0,44.13092625766738
r15,md_beta9,"(8, 4, 2)",tanh,3.0,41.27827867500049
r15,md_beta9,"(8, 4, 2)",tanh,5.0,38.10516155931286
r15,md_beta9,"(8, 4, 2)",tanh,10.0,38.77903176240296
r15,md_beta9,"(12, 6, 3)",tanh,0.5,61.8912122430169
r15,md_beta9,"(12, 6, 3)",tanh,1.0,51.30513670258923
r15,md_beta9,"(12, 6, 3)",tanh,2.0,45.95580816252301
r15,md_beta9,"(12, 6, 3)",tanh,3.0,45.73206119468032
r15,md_beta9,"(12, 6, 3)",tanh,5.0,37.08297333111472
r15,md_beta9,"(12, 6, 3)",tanh,10.0,38.571920571906034
r15,md_beta9,"(16, 8, 4)",tanh,0.5,55.83321440392386
r15,md_beta9,"(16, 8, 4)",tanh,1.0,53.85579166079573
r15,md_beta9,"(16, 8, 4)",tanh,2.0,48.81964576184348
r15,md_beta9,"(16, 8, 4)",tanh,3.0,46.40584281098006
r15,md_beta9,"(16, 8, 4)",tanh,5.0,40.007280931670735
r15,md_beta9,"(16, 8, 4)",tanh,10.0,38.50862967615856
r15,md_beta9,"(24, 12, 6)",tanh,0.5,56.71089388097887
r15,md_beta9,"(24, 12, 6)",tanh,1.0,56.02260902001469
r15,md_beta9,"(24, 12, 6)",tanh,2.0,50.21633300693209
r15,md_beta9,"(24, 12, 6)",tanh,3.0,51.3622596537428
r15,md_beta9,"(24, 12, 6)",tanh,5.0,43.76706964212904
r15,md_beta9,"(24, 12, 6)",tanh,10.0,38.8546369724985
r15,md_full11,"(8,)",tanh,0.5,34.32545073442675
r15,md_full11,"(8,)",tanh,1.0,30.435996012843805
r15,md_full11,"(8,)",tanh,2.0,26.541576492498955
r15,md_full11,"(8,)",tanh,3.0,27.33769552206626
r15,md_full11,"(8,)",tanh,5.0,27.248245467346823
r15,md_full11,"(8,)",tanh,10.0,31.252944075244137
r15,md_full11,"(12,)",tanh,0.5,30.636378315009715
r15,md_full11,"(12,)",tanh,1.0,30.1550149841711
r15,md_full11,"(12,)",tanh,2.0,28.543268182277995
r15,md_full11,"(12,)",tanh,3.0,28.344729520795276
r15,md_full11,"(12,)",tanh,5.0,27.41750035883872
r15,md_full11,"(12,)",tanh,10.0,31.41533806384959
r15,md_full11,"(4, 2)",tanh,0.5,30.24504594349556
r15,md_full11,"(4, 2)",tanh,1.0,37.92998200284386
r15,md_full11,"(4, 2)",tanh,2.0,26.72740794334205
r15,md_full11,"(4, 2)",tanh,3.0,26.01904591875448
r15,md_full11,"(4, 2)",tanh,5.0,27.213312124277294
r15,md_full11,"(4, 2)",tanh,10.0,32.86692600677517
r15,md_full11,"(6, 3)",tanh,0.5,38.31484922754501
r15,md_full11,"(6, 3)",tanh,1.0,33.34586004198819
r15,md_full11,"(6, 3)",tanh,2.0,25.54595426381385
r15,md_full11,"(6, 3)",tanh,3.0,25.240135163462806
r15,md_full11,"(6, 3)",tanh,5.0,25.56478575470394
r15,md_full11,"(6, 3)",tanh,10.0,30.318809893268813
r15,md_full11,"(8, 4)",tanh,0.5,33.81011489136356
r15,md_full11,"(8, 4)",tanh,1.0,34.54169351108716
r15,md_full11,"(8, 4)",tanh,2.0,28.9782822633548
r15,md_full11,"(8, 4)",tanh,3.0,27.04896160573288
r15,md_full11,"(8, 4)",tanh,5.0,26.084529169971614
r15,md_full11,"(8, 4)",tanh,10.0,28.43929469015617
r15,md_full11,"(10, 5)",tanh,0.5,35.01551463921693
r15,md_full11,"(10, 5)",tanh,1.0,31.663632530790416
r15,md_full11,"(10, 5)",tanh,2.0,28.470062765096014
r15,md_full11,"(10, 5)",tanh,3.0,26.74878577253829
r15,md_full11,"(10, 5)",tanh,5.0,27.288253340064085
r15,md_full11,"(10, 5)",tanh,10.0,28.60121803997817
r15,md_full11,"(12, 6)",tanh,0.5,34.64762435184018
r15,md_full11,"(12, 6)",tanh,1.0,29.82126486875179
r15,md_full11,"(12, 6)",tanh,2.0,30.008542232773568
r15,md_full11,"(12, 6)",tanh,3.0,27.929747513408632
r15,md_full11,"(12, 6)",tanh,5.0,26.83911808310363
r15,md_full11,"(12, 6)",tanh,10.0,28.390903965649528
r15,md_full11,"(16, 8)",tanh,0.5,32.76627079685439
r15,md_full11,"(16, 8)",tanh,1.0,31.31306072960144
r15,md_full11,"(16, 8)",tanh,2.0,28.45922440800115
r15,md_full11,"(16, 8)",tanh,3.0,27.72961482802207
r15,md_full11,"(16, 8)",tanh,5.0,27.61966351353694
r15,md_full11,"(16, 8)",tanh,10.0,28.246691566133507
r15,md_full11,"(20, 10)",tanh,0.5,32.60125494048716
r15,md_full11,"(20, 10)",tanh,1.0,31.549525461502647
r15,md_full11,"(20, 10)",tanh,2.0,28.489789182135382
r15,md_full11,"(20, 10)",tanh,3.0,26.952849800107185
r15,md_full11,"(20, 10)",tanh,5.0,26.21436083555617
r15,md_full11,"(20, 10)",tanh,10.0,28.250090034179703
r15,md_full11,"(24, 12)",tanh,0.5,33.89414234794292
r15,md_full11,"(24, 12)",tanh,1.0,31.1927139153504
r15,md_full11,"(24, 12)",tanh,2.0,29.566738736009427
r15,md_full11,"(24, 12)",tanh,3.0,28.091785242345438
r15,md_full11,"(24, 12)",tanh,5.0,27.232525915166537
r15,md_full11,"(24, 12)",tanh,10.0,28.251818345276792
r15,md_full11,"(8, 8)",tanh,0.5,34.50541162762436
r15,md_full11,"(8, 8)",tanh,1.0,29.547063822539407
r15,md_full11,"(8, 8)",tanh,2.0,29.279472683173708
r15,md_full11,"(8, 8)",tanh,3.0,28.48492391037952
r15,md_full11,"(8, 8)",tanh,5.0,27.30292529466737
r15,md_full11,"(8, 8)",tanh,10.0,28.87465036277599
r15,md_full11,"(16, 16)",tanh,0.5,33.409091210059614
r15,md_full11,"(16, 16)",tanh,1.0,30.69010725149277
r15,md_full11,"(16, 16)",tanh,2.0,30.08159167610492
r15,md_full11,"(16, 16)",tanh,3.0,28.389606955118648
r15,md_full11,"(16, 16)",tanh,5.0,28.135428192067195
r15,md_full11,"(16, 16)",tanh,10.0,28.284781113486968
r15,md_full11,"(8, 4, 2)",tanh,0.5,32.955920413144305
