rock_out,featset,hidden,act,alpha,inner_mape
r18,md_beta9,"(12,)",tanh,0.5,59.0784813399513
r18,md_beta9,"(12,)",tanh,1.0,49.46953857422272
r18,md_beta9,"(12,)",tanh,2.0,43.74363717619933
r18,md_beta9,"(12,)",tanh,3.0,42.5033836344868
r18,md_beta9,"(12,)",tanh,5.0,38.87264246017991
r18,md_beta9,"(12,)",tanh,10.0,39.32397975704234
r18,md_beta9,"(4, 2)",tanh,0.5,42.81497153358859
r18,md_beta9,"(4, 2)",tanh,1.0,42.370497945361095
r18,md_beta9,"(4, 2)",tanh,2.0,41.24360914657505
r18,md_beta9,"(4, 2)",tanh,3.0,38.82188175324841
r18,md_beta9,"(4, 2)",tanh,5.0,37.37156530671588
r18,md_beta9,"(4, 2)",tanh,10.0,39.49177518478832
r18,md_beta9,"(6, 3)",tanh,0.5,45.72981294401919
r18,md_beta9,"(6, 3)",tanh,1.0,49.8177113989636
r18,md_beta9,"(6, 3)",tanh,2.0,38.99757346806152
r18,md_beta9,"(6, 3)",tanh,3.0,42.360194723224126
r18,md_beta9,"(6, 3)",tanh,5.0,41.180946261270094
r18,md_beta9,"(6, 3)",tanh,10.0,38.2908262060203
r18,md_beta9,"(8, 4)",tanh,0.5,64.82239748269465
r18,md_beta9,"(8, 4)",tanh,1.0,54.09656311989748
r18,md_beta9,"(8, 4)",tanh,2.0,46.28556216663815
r18,md_beta9,"(8, 4)",tanh,3.0,47.25998957408287
r18,md_beta9,"(8, 4)",tanh,5.0,40.15295174671495
r18,md_beta9,"(8, 4)",tanh,10.0,37.66460142328599
r18,md_beta9,"(10, 5)",tanh,0.5,62.30698800003572
r18,md_beta9,"(10, 5)",tanh,1.0,58.58034985029108
r18,md_beta9,"(10, 5)",tanh,2.0,54.863889329583
r18,md_beta9,"(10, 5)",tanh,3.0,42.225544230074696
r18,md_beta9,"(10, 5)",tanh,5.0,40.01741289746906
r18,md_beta9,"(10, 5)",tanh,10.0,37.17036959774107
r18,md_beta9,"(12, 6)",tanh,0.5,64.91404852739205
r18,md_beta9,"(12, 6)",tanh,1.0,62.15742981015912
r18,md_beta9,"(12, 6)",tanh,2.0,56.34639364299535
r18,md_beta9,"(12, 6)",tanh,3.0,44.115331263260565
r18,md_beta9,"(12, 6)",tanh,5.0,39.31087498683837
r18,md_beta9,"(12, 6)",tanh,10.0,37.34175502915245
r18,md_beta9,"(16, 8)",tanh,0.5,61.76499213860408
r18,md_beta9,"(16, 8)",tanh,1.0,61.28515704292063
r18,md_beta9,"(16, 8)",tanh,2.0,55.121517184644105
r18,md_beta9,"(16, 8)",tanh,3.0,52.74036251258411
r18,md_beta9,"(16, 8)",tanh,5.0,42.38164757095454
r18,md_beta9,"(16, 8)",tanh,10.0,37.08907018416599
r18,md_beta9,"(20, 10)",tanh,0.5,63.96808752886111
r18,md_beta9,"(20, 10)",tanh,1.0,61.163882595026095
r18,md_beta9,"(20, 10)",tanh,2.0,51.879436067700375
r18,md_beta9,"(20, 10)",tanh,3.0,47.456607790362725
r18,md_beta9,"(20, 10)",tanh,5.0,42.47491377439707
r18,md_beta9,"(20, 10)",tanh,10.0,37.49578496740617
r18,md_beta9,"(24, 12)",tanh,0.5,65.88394826097388
r18,md_beta9,"(24, 12)",tanh,1.0,64.95562355613586
r18,md_beta9,"(24, 12)",tanh,2.0,56.363055308331376
r18,md_beta9,"(24, 12)",tanh,3.0,51.48550312810464
r18,md_beta9,"(24, 12)",tanh,5.0,41.268481928815234
r18,md_beta9,"(24, 12)",tanh,10.0,37.84650980775417
r18,md_beta9,"(8, 8)",tanh,0.5,66.00665237436206
r18,md_beta9,"(8, 8)",tanh,1.0,64.25388812912294
r18,md_beta9,"(8, 8)",tanh,2.0,55.47591228560496
r18,md_beta9,"(8, 8)",tanh,3.0,40.31710271155784
r18,md_beta9,"(8, 8)",tanh,5.0,41.01425799435144
r18,md_beta9,"(8, 8)",tanh,10.0,37.57560443150847
r18,md_beta9,"(16, 16)",tanh,0.5,72.1424900029667
r18,md_beta9,"(16, 16)",tanh,1.0,60.78922355531124
r18,md_beta9,"(16, 16)",tanh,2.0,57.74311732535813
r18,md_beta9,"(16, 16)",tanh,3.0,48.198586020847046
r18,md_beta9,"(16, 16)",tanh,5.0,42.62975835078953
r18,md_beta9,"(16, 16)",tanh,10.0,37.744632610804274
r18,md_beta9,"(8, 4, 2)",tanh,0.5,57.0441279712642
r18,md_beta9,"(8, 4, 2)",tanh,1.0,53.34884087956268
r18,md_beta9,"(8, 4, 2)",tanh,2.0,45.619617134796144
r18,md_beta9,"(8, 4, 2)",tanh,3.0,43.81845572089728
r18,md_beta9,"(8, 4, 2)",tanh,5.0,39.23527155993365
r18,md_beta9,"(8, 4, 2)",tanh,10.0,39.47818072466979
r18,md_beta9,"(12, 6, 3)",tanh,0.5,61.09500369584508
r18,md_beta9,"(12, 6, 3)",tanh,1.0,52.52673520651888
r18,md_beta9,"(12, 6, 3)",tanh,2.0,50.66306295635472
r18,md_beta9,"(12, 6, 3)",tanh,3.0,44.55295363048609
r18,md_beta9,"(12, 6, 3)",tanh,5.0,40.1394502588238
r18,md_beta9,"(12, 6, 3)",tanh,10.0,38.70766109230814
r18,md_beta9,"(16, 8, 4)",tanh,0.5,61.33040825357873
r18,md_beta9,"(16, 8, 4)",tanh,1.0,57.49591747823328
r18,md_beta9,"(16, 8, 4)",tanh,2.0,54.2843225408444
r18,md_beta9,"(16, 8, 4)",tanh,3.0,48.19353215969907
r18,md_beta9,"(16, 8, 4)",tanh,5.0,41.84583644534112
r18,md_beta9,"(16, 8, 4)",tanh,10.0,38.961152232192966
r18,md_beta9,"(24, 12, 6)",tanh,0.5,65.06965721687695
r18,md_beta9,"(24, 12, 6)",tanh,1.0,64.84084475246375
r18,md_beta9,"(24, 12, 6)",tanh,2.0,57.35911046255829
r18,md_beta9,"(24, 12, 6)",tanh,3.0,51.377031546376585
r18,md_beta9,"(24, 12, 6)",tanh,5.0,44.09899928835729
r18,md_beta9,"(24, 12, 6)",tanh,10.0,39.0912929433556
r18,md_full11,"(8,)",tanh,0.5,34.52810992068299
r18,md_full11,"(8,)",tanh,1.0,33.696188552955206
r18,md_full11,"(8,)",tanh,2.0,29.38891030996588
r18,md_full11,"(8,)",tanh,3.0,28.75312965731205
r18,md_full11,"(8,)",tanh,5.0,28.3544960004269
r18,md_full11,"(8,)",tanh,10.0,32.25091638865058
r18,md_full11,"(12,)",tanh,0.5,36.18806059654255
r18,md_full11,"(12,)",tanh,1.0,32.22109850846152
r18,md_full11,"(12,)",tanh,2.0,29.337310602101383
r18,md_full11,"(12,)",tanh,3.0,28.727466265212847
r18,md_full11,"(12,)",tanh,5.0,28.82350587989868
r18,md_full11,"(12,)",tanh,10.0,32.49927577562028
r18,md_full11,"(4, 2)",tanh,0.5,33.27350216357532
r18,md_full11,"(4, 2)",tanh,1.0,37.53981437693871
r18,md_full11,"(4, 2)",tanh,2.0,28.797150893230253
r18,md_full11,"(4, 2)",tanh,3.0,28.85967549253356
r18,md_full11,"(4, 2)",tanh,5.0,28.34461023328127
r18,md_full11,"(4, 2)",tanh,10.0,32.52459527372096
r18,md_full11,"(6, 3)",tanh,0.5,43.5331664939488
r18,md_full11,"(6, 3)",tanh,1.0,30.7106237960793
r18,md_full11,"(6, 3)",tanh,2.0,30.699269907453903
r18,md_full11,"(6, 3)",tanh,3.0,29.850053894347425
r18,md_full11,"(6, 3)",tanh,5.0,28.9642137267252
r18,md_full11,"(6, 3)",tanh,10.0,30.59748504412316
r18,md_full11,"(8, 4)",tanh,0.5,36.49737003324726
r18,md_full11,"(8, 4)",tanh,1.0,32.82450603795633
r18,md_full11,"(8, 4)",tanh,2.0,29.927618940500217
r18,md_full11,"(8, 4)",tanh,3.0,31.04048024397673
r18,md_full11,"(8, 4)",tanh,5.0,28.919050502950377
r18,md_full11,"(8, 4)",tanh,10.0,30.00217743294157
r18,md_full11,"(10, 5)",tanh,0.5,37.38124135921145
r18,md_full11,"(10, 5)",tanh,1.0,33.35761245338993
r18,md_full11,"(10, 5)",tanh,2.0,30.93539496939917
r18,md_full11,"(10, 5)",tanh,3.0,29.21818051467489
r18,md_full11,"(10, 5)",tanh,5.0,28.038971870778504
r18,md_full11,"(10, 5)",tanh,10.0,29.86504108376085
r18,md_full11,"(12, 6)",tanh,0.5,37.42224620020481
r18,md_full11,"(12, 6)",tanh,1.0,36.54233589255468
r18,md_full11,"(12, 6)",tanh,2.0,30.751515703157036
r18,md_full11,"(12, 6)",tanh,3.0,29.78918102901512
r18,md_full11,"(12, 6)",tanh,5.0,28.725398210882894
r18,md_full11,"(12, 6)",tanh,10.0,29.828655158585367
r18,md_full11,"(16, 8)",tanh,0.5,37.17811517904025
r18,md_full11,"(16, 8)",tanh,1.0,37.440236190014375
r18,md_full11,"(16, 8)",tanh,2.0,34.32296315301753
r18,md_full11,"(16, 8)",tanh,3.0,30.12321920725795
r18,md_full11,"(16, 8)",tanh,5.0,30.006737641171355
r18,md_full11,"(16, 8)",tanh,10.0,29.765623212557813
r18,md_full11,"(20, 10)",tanh,0.5,39.763054330478525
r18,md_full11,"(20, 10)",tanh,1.0,35.84519767979757
r18,md_full11,"(20, 10)",tanh,2.0,34.03044298280686
r18,md_full11,"(20, 10)",tanh,3.0,31.06877454560895
r18,md_full11,"(20, 10)",tanh,5.0,28.3908163868781
r18,md_full11,"(20, 10)",tanh,10.0,29.729810945313783
r18,md_full11,"(24, 12)",tanh,0.5,38.20206483512693
r18,md_full11,"(24, 12)",tanh,1.0,37.86662469314302
r18,md_full11,"(24, 12)",tanh,2.0,33.97218688104242
r18,md_full11,"(24, 12)",tanh,3.0,29.834079796980824
r18,md_full11,"(24, 12)",tanh,5.0,29.001333492711893
r18,md_full11,"(24, 12)",tanh,10.0,29.75372577506301
r18,md_full11,"(8, 8)",tanh,0.5,37.026001728376045
r18,md_full11,"(8, 8)",tanh,1.0,38.767450113602095
r18,md_full11,"(8, 8)",tanh,2.0,34.878581190137425
r18,md_full11,"(8, 8)",tanh,3.0,32.30472242641914
r18,md_full11,"(8, 8)",tanh,5.0,29.36000736035148
r18,md_full11,"(8, 8)",tanh,10.0,30.061904149095824
r18,md_full11,"(16, 16)",tanh,0.5,39.80844530424992
r18,md_full11,"(16, 16)",tanh,1.0,37.4070702127145
r18,md_full11,"(16, 16)",tanh,2.0,35.889899766699216
r18,md_full11,"(16, 16)",tanh,3.0,30.63728835206768
r18,md_full11,"(16, 16)",tanh,5.0,29.337168448485222
r18,md_full11,"(16, 16)",tanh,10.0,29.71278189278824
r18,md_full11,"(8, 4, 2)",tanh,0.5,33.62211635943238
r18,md_full11,"(8, 4, 2)",tanh,1.0,33.10067965573377
r18,md_full11,"(8, 4, 2)",tanh,2.0,30.30800135152641
r18,md_full11,"(8, 4, 2)",tanh,3.0,29.496856110097557
r18,md_full11,"(8, 4, 2)",tanh,5.0,27.714083340752172
r18,md_full11,"(8, 4, 2)",tanh,10.0,31.93261507023599
r18,md_full11,"(12, 6, 3)",tanh,0.5,33.963253193938336
r18,md_full11,"(12, 6, 3)",tanh,1.0,30.35471037536652
r18,md_full11,"(12, 6, 3)",tanh,2.0,31.89532915944212
r18,md_full11,"(12, 6, 3)",tanh,3.0,31.648990273768103
r18,md_full11,"(12, 6, 3)",tanh,5.0,27.979718970139903
r18,md_full11,"(12, 6, 3)",tanh,10.0,29.569688531459093
r18,md_full11,"(16, 8, 4)",tanh,0.5,34.42854804401425
r18,md_full11,"(16, 8, 4)",tanh,1.0,35.636325022834754
r18,md_full11,"(16, 8, 4)",tanh,2.0,31.80013947556744
r18,md_full11,"(16, 8, 4)",tanh,3.0,31.48094802835332
r18,md_full11,"(16, 8, 4)",tanh,5.0,27.586161881592613
r18,md_full11,"(16, 8, 4)",tanh,10.0,31.05865335977116
r18,md_full11,"(24, 12, 6)",tanh,0.5,37.65803889656981
r18,md_full11,"(24, 12, 6)",tanh,1.0,35.423409599485446
r18,md_full11,"(24, 12, 6)",tanh,2.0,34.39619443117736
r18,md_full11,"(24, 12, 6)",tanh,3.0,30.395419867815168
r18,md_full11,"(24, 12, 6)",tanh,5.0,29.506497849424647
r18,md_full11,"(24, 12, 6)",tanh,10.0,28.979653385158752
r19,md_zeta9,"(8,)",tanh,0.5,36.25301045866975
r19,md_zeta9,"(8,)",tanh,1.0,32.1552734870048
r19,md_zeta9,"(8,)",tanh,2.0,28.96216837094412
r19,md_zeta9,"(8,)",tanh,3.0,27.475015667875983
r19,md_zeta9,"(8,)",tanh,5.0,29.26164357526632
r19,md_zeta9,"(8,)",tanh,10.0,34.03914807624771
r19,md_zeta9,"(12,)",tanh,0.5,33.52164838248722
r19,md_zeta9,"(12,)",tanh,1.0,30.974056611064384
r19,md_zeta9,"(12,)",tanh,2.0,27.89622926589216
r19,md_zeta9,"(12,)",tanh,3.0,27.934908580415943
r19,md_zeta9,"(12,)",tanh,5.0,29.385917215383465
r19,md_zeta9,"(12,)",tanh,10.0,34.09703540228401
r19,md_zeta9,"(4, 2)",tanh,0.5,33.39003369104488
r19,md_zeta9,"(4, 2)",tanh,1.0,30.107222998150945
r19,md_zeta9,"(4, 2)",tanh,2.0,26.651115996964236
r19,md_zeta9,"(4, 2)",tanh,3.0,26.981804157993302
r19,md_zeta9,"(4, 2)",tanh,5.0,26.703819398159425
r19,md_zeta9,"(4, 2)",tanh,10.0,33.02762493552103
r19,md_zeta9,"(6, 3)",tanh,0.5,31.327604585197317
r19,md_zeta9,"(6, 3)",tanh,1.0,26.11201316206255
r19,md_zeta9,"(6, 3)",tanh,2.0,26.821158259185733
r19,md_zeta9,"(6, 3)",tanh,3.0,24.87235886227318
r19,md_zeta9,"(6, 3)",tanh,5.0,26.168932832155104
r19,md_zeta9,"(6, 3)",tanh,10.0,31.63275880901637
r19,md_zeta9,"(8, 4)",tanh,0.5,26.68548911039948
r19,md_zeta9,"(8, 4)",tanh,1.0,25.508492017534994
r19,md_zeta9,"(8, 4)",tanh,2.0,25.38914796961081
r19,md_zeta9,"(8, 4)",tanh,3.0,25.439471982847216
r19,md_zeta9,"(8, 4)",tanh,5.0,26.00144499204848
r19,md_zeta9,"(8, 4)",tanh,10.0,32.25850480292121
r19,md_zeta9,"(10, 5)",tanh,0.5,26.740950380725973
r19,md_zeta9,"(10, 5)",tanh,1.0,27.893909345446836
r19,md_zeta9,"(10, 5)",tanh,2.0,25.70632815848304
r19,md_zeta9,"(10, 5)",tanh,3.0,25.00660946637465
r19,md_zeta9,"(10, 5)",tanh,5.0,26.256035151094117
r19,md_zeta9,"(10, 5)",tanh,10.0,31.28750325673394
r19,md_zeta9,"(12, 6)",tanh,0.5,29.20329279008942
r19,md_zeta9,"(12, 6)",tanh,1.0,28.49017165753033
r19,md_zeta9,"(12, 6)",tanh,2.0,26.426269471334138
r19,md_zeta9,"(12, 6)",tanh,3.0,26.118514173383527
r19,md_zeta9,"(12, 6)",tanh,5.0,26.2952132256286
r19,md_zeta9,"(12, 6)",tanh,10.0,31.21817784072245
r19,md_zeta9,"(16, 8)",tanh,0.5,32.368848825214904
r19,md_zeta9,"(16, 8)",tanh,1.0,28.933233722416823
r19,md_zeta9,"(16, 8)",tanh,2.0,26.439483947943494
r19,md_zeta9,"(16, 8)",tanh,3.0,26.540317447230063
r19,md_zeta9,"(16, 8)",tanh,5.0,26.309661287585183
r19,md_zeta9,"(16, 8)",tanh,10.0,30.41033973410677
r19,md_zeta9,"(20, 10)",tanh,0.5,31.924899228842143
r19,md_zeta9,"(20, 10)",tanh,1.0,30.524728460625408
r19,md_zeta9,"(20, 10)",tanh,2.0,26.628072965024217
r19,md_zeta9,"(20, 10)",tanh,3.0,26.790204605051592
r19,md_zeta9,"(20, 10)",tanh,5.0,27.077971319160717
r19,md_zeta9,"(20, 10)",tanh,10.0,30.413978989930516
r19,md_zeta9,"(24, 12)",tanh,0.5,31.380852374255436
r19,md_zeta9,"(24, 12)",tanh,1.0,28.082720466890382
r19,md_zeta9,"(24, 12)",tanh,2.0,28.768003757828872
r19,md_zeta9,"(24, 12)",tanh,3.0,26.80384812225733
r19,md_zeta9,"(24, 12)",tanh,5.0,26.402822950496905
r19,md_zeta9,"(24, 12)",tanh,10.0,31.514335445128197
r19,md_zeta9,"(8, 8)",tanh,0.5,27.46647904484332
r19,md_zeta9,"(8, 8)",tanh,1.0,30.02928998391431
r19,md_zeta9,"(8, 8)",tanh,2.0,26.797980933912605
r19,md_zeta9,"(8, 8)",tanh,3.0,26.41561668188905
r19,md_zeta9,"(8, 8)",tanh,5.0,26.449479826383417
r19,md_zeta9,"(8, 8)",tanh,10.0,30.26682029706912
r19,md_zeta9,"(16, 16)",tanh,0.5,30.663775488759843
r19,md_zeta9,"(16, 16)",tanh,1.0,28.22504659132712
r19,md_zeta9,"(16, 16)",tanh,2.0,26.76791708042689
r19,md_zeta9,"(16, 16)",tanh,3.0,26.247263175994267
r19,md_zeta9,"(16, 16)",tanh,5.0,26.398113239161034
r19,md_zeta9,"(16, 16)",tanh,10.0,30.44824828653901
r19,md_zeta9,"(8, 4, 2)",tanh,0.5,38.37077859707097
r19,md_zeta9,"(8, 4, 2)",tanh,1.0,30.987132802071063
r19,md_zeta9,"(8, 4, 2)",tanh,2.0,27.67919518020316
r19,md_zeta9,"(8, 4, 2)",tanh,3.0,26.45379347549358
r19,md_zeta9,"(8, 4, 2)",tanh,5.0,25.280146751809056
r19,md_zeta9,"(8, 4, 2)",tanh,10.0,31.07197695273128
r19,md_zeta9,"(12, 6, 3)",tanh,0.5,27.900133744680648
r19,md_zeta9,"(12, 6, 3)",tanh,1.0,29.76182815598035
r19,md_zeta9,"(12, 6, 3)",tanh,2.0,26.12273070728154
r19,md_zeta9,"(12, 6, 3)",tanh,3.0,24.36726903633449
r19,md_zeta9,"(12, 6, 3)",tanh,5.0,25.006220974657232
r19,md_zeta9,"(12, 6, 3)",tanh,10.0,29.30529823429997
r19,md_zeta9,"(16, 8, 4)",tanh,0.5,31.93644947656505
r19,md_zeta9,"(16, 8, 4)",tanh,1.0,28.886891949680702
r19,md_zeta9,"(16, 8, 4)",tanh,2.0,27.062065006404385
r19,md_zeta9,"(16, 8, 4)",tanh,3.0,25.168763006743276
r19,md_zeta9,"(16, 8, 4)",tanh,5.0,25.073812443747023
r19,md_zeta9,"(16, 8, 4)",tanh,10.0,29.99111144100917
r19,md_zeta9,"(24, 12, 6)",tanh,0.5,32.510181241583886
r19,md_zeta9,"(24, 12, 6)",tanh,1.0,30.19836252654103
r19,md_zeta9,"(24, 12, 6)",tanh,2.0,25.552358023785608
r19,md_zeta9,"(24, 12, 6)",tanh,3.0,26.29028370499381
r19,md_zeta9,"(24, 12, 6)",tanh,5.0,25.395418445179622
r19,md_zeta9,"(24, 12, 6)",tanh,10.0,30.03762796658617
r19,md_beta9,"(8,)",tanh,0.5,63.13401124937618
r19,md_beta9,"(8,)",tanh,1.0,52.6116769179092
r19,md_beta9,"(8,)",tanh,2.0,45.13271869713989
r19,md_beta9,"(8,)",tanh,3.0,44.498448557982975
r19,md_beta9,"(8,)",tanh,5.0,38.7824853350057
r19,md_beta9,"(8,)",tanh,10.0,39.75332448905143
r19,md_beta9,"(12,)",tanh,0.5,50.69201581955993
r19,md_beta9,"(12,)",tanh,1.0,47.97479097004662
r19,md_beta9,"(12,)",tanh,2.0,42.53355282118967
r19,md_beta9,"(12,)",tanh,3.0,42.44811548709141
r19,md_beta9,"(12,)",tanh,5.0,40.003066354908974
r19,md_beta9,"(12,)",tanh,10.0,39.75466889870207
r19,md_beta9,"(4, 2)",tanh,0.5,41.788978309830846
r19,md_beta9,"(4, 2)",tanh,1.0,45.88514685985093
r19,md_beta9,"(4, 2)",tanh,2.0,37.45743883440021
r19,md_beta9,"(4, 2)",tanh,3.0,38.4051017403832
r19,md_beta9,"(4, 2)",tanh,5.0,39.39269618003018
r19,md_beta9,"(4, 2)",tanh,10.0,39.10924669505806
r19,md_beta9,"(6, 3)",tanh,0.5,51.93204137974429
r19,md_beta9,"(6, 3)",tanh,1.0,49.81070688875212
r19,md_beta9,"(6, 3)",tanh,2.0,43.11740969257882
r19,md_beta9,"(6, 3)",tanh,3.0,41.8155712894208
r19,md_beta9,"(6, 3)",tanh,5.0,39.215247268215485
r19,md_beta9,"(6, 3)",tanh,10.0,37.92832918839928
r19,md_beta9,"(8, 4)",tanh,0.5,68.6990611667327
r19,md_beta9,"(8, 4)",tanh,1.0,58.85809604050933
r19,md_beta9,"(8, 4)",tanh,2.0,51.5205225567589
r19,md_beta9,"(8, 4)",tanh,3.0,47.30535445538753
r19,md_beta9,"(8, 4)",tanh,5.0,40.109821735769465
r19,md_beta9,"(8, 4)",tanh,10.0,37.49554593946142
r19,md_beta9,"(10, 5)",tanh,0.5,61.29262588689829
r19,md_beta9,"(10, 5)",tanh,1.0,57.87022453624765
r19,md_beta9,"(10, 5)",tanh,2.0,50.60926301823798
r19,md_beta9,"(10, 5)",tanh,3.0,44.87308457764719
r19,md_beta9,"(10, 5)",tanh,5.0,40.35354396531936
r19,md_beta9,"(10, 5)",tanh,10.0,38.07081413379659
r19,md_beta9,"(12, 6)",tanh,0.5,60.441480657839385
r19,md_beta9,"(12, 6)",tanh,1.0,58.16109496439104
r19,md_beta9,"(12, 6)",tanh,2.0,51.13642603953424
r19,md_beta9,"(12, 6)",tanh,3.0,46.20460512805352
r19,md_beta9,"(12, 6)",tanh,5.0,37.87906942325885
r19,md_beta9,"(12, 6)",tanh,10.0,37.41024334582959
r19,md_beta9,"(16, 8)",tanh,0.5,58.90702952015327
r19,md_beta9,"(16, 8)",tanh,1.0,60.63439432703533
r19,md_beta9,"(16, 8)",tanh,2.0,55.382918174181626
r19,md_beta9,"(16, 8)",tanh,3.0,51.70886811463281
r19,md_beta9,"(16, 8)",tanh,5.0,43.79077055756393
r19,md_beta9,"(16, 8)",tanh,10.0,37.51735896013022
r19,md_beta9,"(20, 10)",tanh,0.5,62.44945848393096
r19,md_beta9,"(20, 10)",tanh,1.0,56.4380632603921
r19,md_beta9,"(20, 10)",tanh,2.0,50.46754091488656
r19,md_beta9,"(20, 10)",tanh,3.0,46.759978712601175
r19,md_beta9,"(20, 10)",tanh,5.0,45.69477543858527
r19,md_beta9,"(20, 10)",tanh,10.0,38.01430986391054
r19,md_beta9,"(24, 12)",tanh,0.5,63.75102141811882
r19,md_beta9,"(24, 12)",tanh,1.0,62.88661413537928
r19,md_beta9,"(24, 12)",tanh,2.0,53.67846469733642
r19,md_beta9,"(24, 12)",tanh,3.0,50.029075364830014
r19,md_beta9,"(24, 12)",tanh,5.0,41.03773933233518
r19,md_beta9,"(24, 12)",tanh,10.0,38.51082235720328
r19,md_beta9,"(8, 8)",tanh,0.5,71.16278398359822
r19,md_beta9,"(8, 8)",tanh,1.0,66.98253023969059
r19,md_beta9,"(8, 8)",tanh,2.0,57.56866757128843
r19,md_beta9,"(8, 8)",tanh,3.0,46.71146592280587
r19,md_beta9,"(8, 8)",tanh,5.0,41.20056798153974
r19,md_beta9,"(8, 8)",tanh,10.0,38.26794306457154
r19,md_beta9,"(16, 16)",tanh,0.5,72.26969778410928
r19,md_beta9,"(16, 16)",tanh,1.0,64.35050317935922
r19,md_beta9,"(16, 16)",tanh,2.0,51.49367366295739
r19,md_beta9,"(16, 16)",tanh,3.0,49.56215540567014
r19,md_beta9,"(16, 16)",tanh,5.0,47.33091683809008
r19,md_beta9,"(16, 16)",tanh,10.0,37.83387320465037
r19,md_beta9,"(8, 4, 2)",tanh,0.5,61.95012295374588
r19,md_beta9,"(8, 4, 2)",tanh,1.0,59.89156787749143
r19,md_beta9,"(8, 4, 2)",tanh,2.0,47.73842156977552
r19,md_beta9,"(8, 4, 2)",tanh,3.0,44.61474175736004
r19,md_beta9,"(8, 4, 2)",tanh,5.0,39.046431616272415
r19,md_beta9,"(8, 4, 2)",tanh,10.0,38.27120063812053
r19,md_beta9,"(12, 6, 3)",tanh,0.5,62.80011690186795
r19,md_beta9,"(12, 6, 3)",tanh,1.0,54.99439098059903
r19,md_beta9,"(12, 6, 3)",tanh,2.0,50.154748547504575
r19,md_beta9,"(12, 6, 3)",tanh,3.0,48.4535442801148
r19,md_beta9,"(12, 6, 3)",tanh,5.0,40.01076302898552
r19,md_beta9,"(12, 6, 3)",tanh,10.0,39.90612247622962
r19,md_beta9,"(16, 8, 4)",tanh,0.5,63.18757192635886
r19,md_beta9,"(16, 8, 4)",tanh,1.0,58.87964159497435
r19,md_beta9,"(16, 8, 4)",tanh,2.0,55.76954433575412
r19,md_beta9,"(16, 8, 4)",tanh,3.0,49.44342355623736
r19,md_beta9,"(16, 8, 4)",tanh,5.0,41.24241334233773
r19,md_beta9,"(16, 8, 4)",tanh,10.0,38.167755529292826
r19,md_beta9,"(24, 12, 6)",tanh,0.5,65.4378724450444
r19,md_beta9,"(24, 12, 6)",tanh,1.0,63.95438434532489
r19,md_beta9,"(24, 12, 6)",tanh,2.0,58.11320630924068
r19,md_beta9,"(24, 12, 6)",tanh,3.0,47.57587101791308
r19,md_beta9,"(24, 12, 6)",tanh,5.0,42.86866348269585
r19,md_beta9,"(24, 12, 6)",tanh,10.0,39.50030293396428
r19,md_full11,"(8,)",tanh,0.5,37.68697530206968
r19,md_full11,"(8,)",tanh,1.0,32.045011053345746
r19,md_full11,"(8,)",tanh,2.0,29.060066949650565
r19,md_full11,"(8,)",tanh,3.0,28.103105171548407
r19,md_full11,"(8,)",tanh,5.0,28.17771421534381
r19,md_full11,"(8,)",tanh,10.0,31.8751945232318
r19,md_full11,"(12,)",tanh,0.5,35.16821426732006
r19,md_full11,"(12,)",tanh,1.0,31.56959450829047
r19,md_full11,"(12,)",tanh,2.0,28.631894287935616
r19,md_full11,"(12,)",tanh,3.0,27.725606047723023
r19,md_full11,"(12,)",tanh,5.0,28.46525949393048
r19,md_full11,"(12,)",tanh,10.0,32.03528741438531
r19,md_full11,"(4, 2)",tanh,0.5,29.138522523149557
r19,md_full11,"(4, 2)",tanh,1.0,35.748223181070514
r19,md_full11,"(4, 2)",tanh,2.0,25.486144707332222
r19,md_full11,"(4, 2)",tanh,3.0,28.865835567757703
r19,md_full11,"(4, 2)",tanh,5.0,26.1226264472206
r19,md_full11,"(4, 2)",tanh,10.0,31.997442765036777
r19,md_full11,"(6, 3)",tanh,0.5,39.25557967918671
r19,md_full11,"(6, 3)",tanh,1.0,29.61057031164001
r19,md_full11,"(6, 3)",tanh,2.0,30.00332800410422
r19,md_full11,"(6, 3)",tanh,3.0,27.310644769972026
r19,md_full11,"(6, 3)",tanh,5.0,27.54041082108955
r19,md_full11,"(6, 3)",tanh,10.0,29.418747796414117
r19,md_full11,"(8, 4)",tanh,0.5,31.24450989708411
r19,md_full11,"(8, 4)",tanh,1.0,32.719254652953424
r19,md_full11,"(8, 4)",tanh,2.0,28.03653224333499
r19,md_full11,"(8, 4)",tanh,3.0,26.32829696998663
r19,md_full11,"(8, 4)",tanh,5.0,26.43443247900972
r19,md_full11,"(8, 4)",tanh,10.0,29.25611562792688
r19,md_full11,"(10, 5)",tanh,0.5,33.46904320139959
r19,md_full11,"(10, 5)",tanh,1.0,32.8892023849236
r19,md_full11,"(10, 5)",tanh,2.0,28.395169280508963
r19,md_full11,"(10, 5)",tanh,3.0,28.131994599827777
r19,md_full11,"(10, 5)",tanh,5.0,27.630297676542103
r19,md_full11,"(10, 5)",tanh,10.0,29.18437921544621
r19,md_full11,"(12, 6)",tanh,0.5,36.45691730330287
r19,md_full11,"(12, 6)",tanh,1.0,32.57302090665754
r19,md_full11,"(12, 6)",tanh,2.0,28.95718773849036
r19,md_full11,"(12, 6)",tanh,3.0,28.145882328863458
r19,md_full11,"(12, 6)",tanh,5.0,27.495897617955706
